Rank,gene_callers_id,DSS3_ac_mean_abund,DSS3_glc_mean_abund,DSS3_late_mean_abund,DSS3_early_mean_abund,DSS3_ac_v_DSS3_glc_FOLD_CHANGE_prot,DSS3_ac_v_DSS3_late_FOLD_CHANGE_prot,DSS3_ac_v_DSS3_early_FOLD_CHANGE_prot,DSS3_glc_v_DSS3_late_FOLD_CHANGE_prot,DSS3_glc_v_DSS3_early_FOLD_CHANGE_prot,DSS3_late_v_DSS3_early_FOLD_CHANGE_prot,ANOVA p-value,BH_crit,BH_valid,DSS3_ac_v_DSS3_glc_Tukey_HSD_adjusted_p,DSS3_ac_v_DSS3_late_Tukey_HSD_adjusted_p,DSS3_ac_v_DSS3_early_Tukey_HSD_adjusted_p,DSS3_glc_v_DSS3_late_Tukey_HSD_adjusted_p,DSS3_glc_v_DSS3_early_Tukey_HSD_adjusted_p,DSS3_late_v_DSS3_early_Tukey_HSD_adjusted_p,SPO_ID (ACCESSION),KOfam (ACCESSION),KEGG_Module,COG20_FUNCTION,n_matches,frame_id,n_reactions,reaction_ids
601,682,0.0001807425,0.000659380666666666,0.000198121666666666,7.76265666666666e-05,-1.69857098082852,-0.242232889405284,1.11851407670826,1.45633809142324,2.81708505753679,1.36074696611355,0.0640767954835838,0.0069207738369415,False,,,,,,,SPO0683,K05555,"Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide","Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II (GloB) (PDB:1QH3) (PUBMED:25670698)",1,SPO_RS03450,0.0,
602,230,0.000709566,0.00880684333333333,0.005164297,0.00100598833333333,-3.57235435803529,-2.47473380921533,-0.48620665777295,1.09762054881996,3.08614770026234,1.98852715144238,0.0642828179805554,0.0069322892676186,False,,,,,,,SPO0232,K00344,,NADPH:quinone reductase or related Zn-dependent oxidoreductase (Qor) (PDB:2VCY),1,SPO_RS01185,7.0,"NQOR-RXN, RXN-20991, RXN0-5330-YEAST, 1.6.99.5-RXN, RXN0-5330, RXN0-7123, RXN-21546"
603,2452,3.25071e-05,0.000402532666666666,8.923511e-06,7.16432e-05,-3.11013440432726,2.7877238206852,-0.637281291078608,5.89785822501246,2.47285311324865,-3.42500511176381,0.0644037813838736,0.00694380469829571,False,,,,,,,SPO2455,K04744,,LPS assembly outer membrane protein LptD (organic solvent tolerance protein OstA) (LptD) (PDB:4N4R),1,SPO_RS12470,0.0,
604,1948,0.000454493,0.000458018666666666,0.000131508333333333,0.000271433333333333,-0.0028486915224235,1.89866560956479,1.15501310448989,1.90151430108721,1.15786179601231,-0.7436525050749,0.0645400257074735,0.00695532012897282,False,,,,,,,SPO1946,K01726,,"Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily (PaaY) (PDB:6IVE)",1,SPO_RS09880,0.0,
605,2080,0.0002171325,0.000851068,0.000174151666666666,0.000263009,-1.71598121658287,0.360605539327274,-0.232444118850164,2.07658675591014,1.4835370977327,-0.593049658177438,0.0645988619286512,0.00696683555964993,False,,,,,,,SPO2078,K01434,,Acyl-homoserine lactone (AHL) acylase PvdQ (PvdQ) (PDB:4HST),1,SPO_RS10540,0.0,
606,2226,0.0014753265,0.00348732166666666,0.001855057,0.00156113566666666,-1.32014502618684,-0.429274094852953,-0.106075140983351,0.890870931333893,1.21406988520349,0.323198953869601,0.0646557097283162,0.00697835099032703,False,,,,,,,SPO2222,K00382,"Pyruvate oxidation, pyruvate => acetyl-CoA",Dihydrolipoamide dehydrogenase (E3) component of pyruvate/2-oxoglutarate dehydrogenase complex or glutathione oxidoreductase (Lpd) (PDB:6QKG),1,SPO_RS11270,5.0,"RXN-7719, 1.8.1.4-RXN, RXN0-1132, RXN-7716, RXN-8629"
607,2085,0.000173867,0.000102800399999999,4.83629e-05,0.000115511566666666,0.873336013657715,1.84168773879432,0.656614364408818,0.968351725136605,-0.216721649248896,-1.1850733743855,0.0647483499948158,0.00698986642100414,False,,,,,,,SPO2083,K03499,,"Trk/Ktr K+ transport system regulatory component TrkA/KtrA/KtrC, RCK domain (TrkA) (PDB:4XTT) (PUBMED:23815639;25957408;31868587;32095817)",1,SPO_RS10565,0.0,
608,2809,0.0006482255,0.00259609666666666,0.000528544333333333,0.000418884999999999,-1.72458974514784,0.306371621683402,0.844610635180398,2.03096136683125,2.56920038032824,0.538239013496996,0.0647730039995788,0.00700138185168125,False,,,,,,,SPO2813,K02031,,"ABC-type glutathione transport system ATPase component, contains duplicated ATPase domain (GsiA)",1,SPO_RS14290,0.0,
609,3880,4.13538e-06,8.527625e-06,2.067695e-05,3.30830333333333e-06,-1.04412474678193,-2.58496655871199,0.333333696735973,-1.54084181193005,1.3774584435179,2.91830025544796,0.0649685570226412,0.00701289728235836,False,,,,,,,SPO3878,K25224,,Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase (GapA) (PDB:3ZDF),1,SPO_RS19680,0.0,
610,2610,0.0536546235,0.00651054966666666,0.01525531,0.0277652369999999,3.20019121103379,1.59009886234087,0.711684848337956,-1.61009234869292,-2.48850636269583,-0.878414014002917,0.0650421075788754,0.00702441271303546,False,,,,,,,SPO2615,K10680,,"2,4-dienoyl-CoA reductase or related NADH-dependent reductase, Old Yellow Enzyme (OYE) family (FadH) (PDB:1BWK)",1,SPO_RS13265,1.0,RXN0-5101
611,4329,0.00287565799999999,0.00174149666666666,0.00324563966666666,0.00253734533333333,0.707965323156431,-0.19824168758355,0.158792040354612,-0.906207010739981,-0.549173282801819,0.357033727938162,0.0653971099340613,0.00703592814371257,False,,,,,,,SPOA0433,,,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)",1,SPO_RS22020,0.0,
612,3537,0.00012095,0.000333066666666666,0.000778003333333333,9.3709e-05,-1.5342953499905,-2.42764494199118,0.310070686713855,-0.893349592000671,1.84436603670436,2.73771562870503,0.0655070977865623,0.00704744357438968,False,,,,,,,SPO3538,K08738,,Cytochrome c2 (Cyc7) (PDB:1YEA),1,SPO_RS17925,0.0,
613,3009,0.004395535,0.001073187,0.001120802,0.00166436966666666,1.97154078580926,2.86632987375572,1.57626787231727,0.894789087946454,-0.395272913491993,-1.29006200143844,0.0657021397006984,0.00705895900506679,False,,,,,,,SPO3012,K01092,"Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol","Archaeal fructose-1,6-bisphosphatase or related enzyme, inositol monophosphatase family (SuhB) (PDB:1AWB)",1,SPO_RS15270,3.0,"MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN, RXN0-5408, RXN-7253"
614,3759,0.00034974,0.000769760333333333,0.000663831999999999,0.000448014333333333,-1.12957401436035,-0.866283933148606,-0.300953216701067,0.263290081211751,0.82862079765929,0.565330716447539,0.0663187876562113,0.00707047443574389,False,,,,,,,SPO3757,,,"Alkylhydroperoxidase family enzyme, contains CxxC motif (YciW) (PDB:1GU9)",1,SPO_RS19070,0.0,
615,3073,0.000358185499999999,0.000986587333333333,0.000310775666666666,0.000323547333333333,-1.31840537446879,0.193383772782029,0.134644263307139,1.51178914725082,1.45304963777593,-0.0587395094748899,0.066608258747065,0.007081989866421,False,,,,,,,SPO3077,K03568,,Zn-dependent protease PmbA/TldA or its inactivated homolog (TldD) (PDB:3TV9) (PUBMED:12029038),1,SPO_RS15590,1.0,RXN0-3221
616,2200,1.51614e-05,1.766697e-05,2.10575e-05,3.70611333333333e-05,-0.0323784036610668,-0.415037499278845,-1.25931017466576,-0.382659095617778,-1.22693177100469,-0.844272675386916,0.0674799892172574,0.00709350529709811,False,,,,,,,SPO2197,K09781,,"Membrane protein MutK/YedI, may be involved in DNA repair (MutK) (PUBMED:9922251;10411738;31497001)",1,SPO_RS11140,0.0,
617,514,0.00458956649999999,0.00409552066666666,0.0363268756666666,0.00241900233333333,0.357963981150788,-2.66377312904824,0.929128892695758,-3.02173711019903,0.57116491154497,3.592902021744,0.0675647161934506,0.00710502072777521,False,,,,,,,SPO0512,K02879,,Ribosomal protein L17 (RplQ) (PDB:1GD8),1,SPO_RS02585,0.0,
618,1644,3.44962e-06,2.4408e-05,1.01188633333333e-05,1.24186e-05,-3.14477204304686,-1.77994656420954,-2.16992049978043,1.36482547883732,0.974851543266435,-0.389973935570886,0.0675668263278389,0.00711653615845232,False,,,,,,,SPO1641,,,"CubicO group peptidase, beta-lactamase class C family (AmpC) (PDB:1BLS)",1,SPO_RS08345,0.0,
619,3301,5.08498999999999e-05,4.957865e-06,0.000156786933333333,2.45774666666666e-05,2.66096554483455,-2.22453121497029,0.528320439523673,-4.88549675980485,-2.13264510531088,2.75285165449397,0.0679022351537123,0.00712805158912943,False,,,,,,,SPO3305,,,Broad specificity phosphatase PhoE (PhoE) (PDB:1EBB),1,SPO_RS16735,0.0,
620,1069,7.84541e-07,0.000452101999999999,7.84541e-07,2.87665066666666e-06,-8.88099877769559,0.0,-1.05664173525496,8.88099877769559,7.82435704244063,-1.05664173525496,0.0692992235144815,0.00713956701980654,False,,,,,,,SPO1069,,,Double Era-like domain GTPase Der (Der) (PDB:1MKY),1,SPO_RS05425,0.0,
621,3921,0.0001403915,3.55866666666666e-05,0.000193382333333333,0.000191317666666666,1.90756283331074,-0.635629091410526,-0.428992148500107,-2.54319192472126,-2.33655498181084,0.206636942910419,0.0693625740948292,0.00715108245048364,False,,,,,,,SPOA0024,K02509,,2-keto-4-pentenoate hydratase (MhpD) (PDB:1SV6),1,SPO_RS19895,1.0,HYDROXYHEPTA-DIENEDIOATE-HYDROXY-RXN
622,4106,0.0032040635,0.00661007466666666,0.0046018,0.003622708,-0.978322071360691,-0.506555210642487,-0.175732686036777,0.471766860718203,0.802589385323913,0.330822524605709,0.0697087666451752,0.00716259788116075,False,,,,,,,SPOA0208,,,FAD/FMN-containing lactate dehydrogenase/glycolate oxidase (GlcD) (PDB:1AHU),1,SPO_RS20875,0.0,
623,741,9.13196999999999e-05,0.000642879,0.000252756666666666,0.0001028658,-2.48996104142487,-1.41198770138835,-0.157976180472681,1.07797334003652,2.33198486095219,1.25401152091566,0.0698359961605955,0.00717411331183786,False,,,,,,,SPO0742,K01912,"Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA","Phenylacetate-coenzyme A ligase PaaK, adenylate-forming domain family (PaaK) (PDB:2Y4O)",1,SPO_RS03745,1.0,RXN-10819
624,3925,0.0019540695,0.004257128,0.001838377,0.00195795966666666,-1.09292524407295,0.0867621894060892,-0.022644007738469,1.17968743347904,1.07028123633448,-0.109406197144558,0.0699751891647043,0.00718562874251497,False,,,,,,,SPOA0028,K00346,,"Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrA (NqrA) (PDB:4P6V)",1,SPO_RS19915,1.0,TRANS-RXN-214
625,2602,0.000514475,0.00144134866666666,0.000326747333333333,0.000429845333333333,-1.28896638949107,0.656149092125211,0.392739793860853,1.94511548161628,1.68170618335192,-0.263409298264358,0.0702628451519236,0.00719714417319207,False,,,,,,,SPO2607,K01915,,Glutamine synthetase (GlnA) (PDB:1F1H),1,SPO_RS13225,0.0,
626,1124,3.747195e-05,0.0002033996,5.48768833333333e-05,3.31718666666666e-05,-2.30256235306234,0.877295364480348,0.368654990083941,3.17985771754269,2.67121734314628,-0.508640374396407,0.0705729830906336,0.00720865960386918,False,,,,,,,SPO1123,K09808,,"ABC-type transport system involved in lipoprotein release, permease component LolC (LolE) (PDB:6F49)",1,SPO_RS05700,0.0,
627,3776,0.191997277,0.002141002,0.000367882666666666,0.000687443666666666,5.9804586869227,8.60539356737729,7.71617036857161,2.62493488045459,1.73571168164891,-0.889223198805678,0.0706053628409607,0.00722017503454629,False,,,,,,,SPO3774,K02035,,"ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)",1,SPO_RS19155,0.0,
628,3285,1.356e-06,0.0001317302,0.0001469,4.406995e-05,-6.54091798830162,-6.71787706470055,-4.80735383640944,-0.176959076398924,1.73356415189218,1.91052322829111,0.0707406462224029,0.00723169046522339,False,,,,,,,SPO3289,K01912,"Phenylacetate degradation, phenylaxetate => acetyl-CoA/succinyl-CoA","Phenylacetate-coenzyme A ligase PaaK, adenylate-forming domain family (PaaK) (PDB:2Y4O)",1,SPO_RS16655,0.0,
629,4330,0.003353764,0.00351377333333333,0.00426137666666666,0.00324476666666666,-0.0632077455964417,-0.33430348794089,0.0493337225513332,-0.271095742344448,0.112541468147774,0.383637210492223,0.070909280910122,0.0072432058959005,False,,,,,,,SPOA0434,K01055,"Catechol ortho-cleavage, catechol => 3-oxoadipate","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold (MenH) (PDB:4MYS)",1,SPO_RS22025,2.0,"3-OXOADIPATE-ENOL-LACTONASE-RXN, RXN-10083"
630,1546,0.001372433,0.00679699266666666,0.00189881533333333,0.000974261333333333,-2.00648176095955,-0.3848458687669,0.51102247450204,1.62163589219265,2.51750423546159,0.89586834326894,0.0713875099728065,0.00725472132657761,False,,,,,,,SPO1543,K02035,,"ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)",1,SPO_RS07855,0.0,
631,1989,4.93644e-05,0.000687985,0.000139866,2.26253666666666e-05,-3.53703246375157,-1.4466185077455,1.22004913310064,2.09041395600606,4.75708159685222,2.66666764084615,0.071688509126667,0.00726623675725472,False,,,,,,,SPO1987,K03790,,"Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)",1,SPO_RS10080,0.0,
632,4037,0.0014799135,0.001795726,0.000732673333333333,0.00116227633333333,-0.306848882736975,1.33389256358198,0.353773716021432,1.64074144631896,0.660622598758408,-0.980118847560556,0.0719999192694946,0.00727775218793182,False,,,,,,,SPOA0137,K00790,,UDP-N-acetylglucosamine enolpyruvyl transferase (MurA) (PDB:1A2N),1,SPO_RS20525,1.0,UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN
633,2485,1.68767785e-05,0.000218500933333333,1.73328666666666e-05,2.00696333333333e-05,-4.93425095364621,-1.62965385701869,-1.84427245515541,3.30459709662751,3.08997849849079,-0.214618598136716,0.0722683089451111,0.00728926761860893,False,,,,,,,SPO2488,K15738,,ATPase components of ABC transporters with duplicated ATPase domains (Uup) (PDB:5ZXD),1,SPO_RS12630,0.0,
634,3533,5.22033e-05,0.0001853709,1.42689333333333e-05,1.98373e-05,-1.35745281362594,1.86165152804763,1.3703405178023,3.21910434167358,2.72779333142825,-0.491311010245329,0.0731131605796088,0.00730078304928604,False,,,,,,,SPO3534,K13896,,"ABC-type microcin C transport system, duplicated ATPase component YejF (YejF) (PUBMED:17873039)",1,SPO_RS17905,0.0,
635,2491,0.000926633,0.00220936133333333,0.001080222,0.00100824499999999,-1.27902795242141,-0.186942122386193,-0.204701646595689,1.09208583003521,1.07432630582572,-0.0177595242094952,0.073331120795937,0.00731229847996315,False,,,,,,,SPO2494,K00648,"Fatty acid biosynthesis, initiation",3-oxoacyl-[acyl-carrier-protein] synthase III (FabH) (PDB:1UB7),1,SPO_RS12660,1.0,2.3.1.180-RXN
636,61,0.00481764699999999,0.0261462856666666,0.00792637233333333,0.00513948133333333,-2.14120411034127,-0.716744042710745,-0.128987929374716,1.42446006763052,2.01221618096655,0.587756113336029,0.0736814047453278,0.00732381391064025,False,,,,,,,SPO0061,K02519,,"Translation initiation factor IF-2, a GTPase (InfB) (PDB:5ME0)",1,SPO_RS00310,0.0,
637,2222,0.000905494499999999,0.00570326733333333,0.000794452333333333,0.000934150666666666,-2.26574425739203,0.317685625979176,0.222870998620081,2.5834298833712,2.48861525601211,-0.0948146273590957,0.0741842669482441,0.00733532934131736,False,,,,,,,SPO2218,K03701,,Excinuclease UvrABC ATPase subunit (UvrA) (PDB:2R6F),1,SPO_RS11250,1.0,RXN0-2621
638,3436,2.3109005e-05,0.000362305533333333,6.70615666666666e-05,4.53118e-05,-4.69149968578847,-2.2615462347938,-1.93792723816709,2.42995345099467,2.75357244762138,0.323618996626711,0.0742178628455754,0.00734684477199447,False,,,,,,,SPO3439,,,Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI),1,SPO_RS17410,0.0,
639,2823,8.57632499999999e-05,0.000444415666666666,0.000144779,0.000124902666666666,-2.35020203744695,-0.909349639333083,-0.694732361069402,1.44085239811386,1.65546967637754,0.214617278263681,0.0746330588253042,0.00735836020267158,False,,,,,,,SPO2827,K07303,,"Aldehyde, CO or xanthine dehydrogenase, Mo-binding subunit (CoxL) (PDB:1DGJ) (PUBMED:10095793)",1,SPO_RS14360,0.0,
640,1926,0.0001707925,0.000884926666666666,0.000189979333333333,7.61175999999999e-05,-2.09657057115917,-0.142337971885753,1.17366387950105,1.95423259927341,3.27023445066022,1.31600185138681,0.0747134701196333,0.00736987563334868,False,,,,,,,SPO1925,,,,1,SPO_RS09770,0.0,
641,337,0.000510759,0.00153955,0.000347285666666666,0.000815858,-1.46302192165421,0.57285700775148,-0.688499443473251,2.03587892940569,0.774522478180962,-1.26135645122473,0.0748348265454878,0.00738139106402579,False,,,,,,,SPO0339,K00655,Triacylglycerol biosynthesis,1-acyl-sn-glycerol-3-phosphate acyltransferase (PlsC) (PDB:1IUQ),1,SPO_RS01725,2.0,"RXN-1623, 1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN"
642,618,7.072755e-05,3.0411525e-05,4.88159e-05,8.98654666666666e-05,1.95653775324839,0.612366320159038,-0.350820734803051,-1.34417143308935,-2.30735848805144,-0.963187054962089,0.0748943614290162,0.0073929064947029,False,,,,,,,SPO0616,K00344,,NADPH:quinone reductase or related Zn-dependent oxidoreductase (Qor) (PDB:2VCY),1,SPO_RS03110,1.0,QOR-RXN
643,4254,2.0424e-05,1.37699866666666e-05,9.07734e-06,6.80800333333333e-06,0.681264202440781,1.16992394188406,1.83659166810975,0.488659739443281,1.15532746566897,0.666667726225693,0.0751384067456962,0.00740442192538,False,,,,,,,SPOA0357,,,"DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)",1,SPO_RS21640,0.0,
644,386,0.000339716,0.000822625,0.000917644999999999,0.000235865333333333,-1.33272481231137,-1.58246713056397,0.752694069923782,-0.249742318252607,2.08541888223515,2.33516120048776,0.075160862769667,0.00741593735605711,False,,,,,,,SPO0386,,,"Nucleotide-binding universal stress protein,  UspA family (UspA) (PDB:1JMV)",1,SPO_RS01955,0.0,
645,688,0.000372584,0.000797757333333333,0.000930950333333333,0.000445059333333333,-0.925913786856218,-1.31940068817994,-0.222377232151858,-0.393486901323724,0.70353655470436,1.09702345602808,0.0757184595888535,0.00742745278673422,False,,,,,,,SPO0689,,,ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ (ParA) (PDB:6NOO),1,SPO_RS03480,0.0,
646,2027,0.000211362,3.95437666666666e-05,0.000598556666666666,0.000121638433333333,2.39585676407425,-1.3600594056915,0.826677453283243,-3.75591616976575,-1.56917931079101,2.18673685897474,0.0757606318152379,0.00743896821741133,False,,,,,,,SPO2025,K13643,,"DNA-binding transcriptional regulator, IscR family (IscR) (PDB:1XD7)",1,SPO_RS10275,0.0,
647,3575,0.0059689035,0.0301997253333333,0.0340151293333333,0.00819212533333333,-2.02573253110675,-2.44536136085293,-0.449484031441101,-0.419628829746181,1.57624849966565,1.99587732941183,0.0757638631068039,0.00745048364808843,False,,,,,,,SPO3576,K03286,,Outer membrane protein OmpA and related peptidoglycan-associated (lipo)proteins (OmpA) (PDB:1OAP),1,SPO_RS18115,0.0,
648,2043,0.0002927875,0.000791181666666666,0.000253695333333333,0.000357222333333333,-1.24809158907117,0.213284453461543,-0.290598292467022,1.46137604253272,0.957493296604155,-0.503882745928566,0.0760433552589589,0.00746199907876554,False,,,,,,,SPO2041,,,"Uncharacterized 2Fe-2S and 4Fe-4S clusters-containing protein, contains DUF4445 domain (PDB:4C1N)",1,SPO_RS10355,0.0,
649,3649,0.000593079,0.000619361666666666,0.00136462633333333,0.000703545999999999,0.344391260703151,-1.18870180038853,-0.204177585574331,-1.53309306109168,-0.548568846277483,0.984524214814202,0.0767712165992215,0.00747351450944265,False,,,,,,,SPO3649,K01749,"Siroheme biosynthesis, glutamyl-tRNA => siroheme",Porphobilinogen deaminase (HemC) (PDB:1AH5),1,SPO_RS18495,6.0,"OHMETHYLBILANESYN-RXN, RXN-21526, RXN-21527, RXN-21523, RXN-21524, RXN-21525"
650,3757,3.8811225e-05,2.50143333333333e-05,8.08567333333333e-05,1.22902533333333e-05,-0.00872745355043669,-1.6862974489091,1.47167720456873,-1.67756999535866,1.48040465811916,3.15797465347783,0.0783054190926197,0.00748502994011976,False,,,,,,,SPO3755,,,Nucleoside-diphosphate-sugar epimerase (WcaG) (PDB:2X4G),1,SPO_RS19060,0.0,
651,2741,0.001057939,0.002140631,0.000457221666666666,0.0007301,-0.92593888065851,1.34030306619809,0.938865154965371,2.2662419468566,1.86480403562388,-0.401437911232724,0.0783437892073697,0.00749654537079686,False,,,,,,,SPO2746,,,"Uncharacterized conserved protein, contains caspase domain (PDB:3UO8)",1,SPO_RS13950,0.0,
652,2682,0.0030856645,0.0115084489999999,0.00456077366666666,0.00329045066666666,-1.73020770312427,-0.51709250628147,-0.108441199359779,1.2131151968428,1.62176650376449,0.408651306921691,0.0784930653266978,0.00750806080147397,False,,,,,,,SPO2686,K06194,,"Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contains LysM domain (NlpD) (PDB:2GU1)",1,SPO_RS13625,0.0,
653,214,0.00207115549999999,0.00798124133333333,0.00626861866666666,0.004104369,-1.88400760417374,-1.51340934139863,-0.974536882818913,0.370598262775117,0.909470721354836,0.538872458579718,0.0786777428421807,0.00751957623215108,False,,,,,,,SPO0216,K01703,"Isoleucine biosynthesis, pyruvate => 2-oxobutanoate",Homoaconitase/3-isopropylmalate dehydratase large subunit (LeuC) (PDB:4KP1),1,SPO_RS01100,3.0,"RXN-13163, RXN-8991, 3-ISOPROPYLMALISOM-RXN"
654,499,0.0017318165,0.002115105,0.00871073833333333,0.00296701566666666,0.0471474030836809,-2.23050404280764,-0.800888887221484,-2.27765144589133,-0.848036290305165,1.42961515558616,0.0787746596059987,0.00753109166282819,False,,,,,,,SPO0498,K02954,,Ribosomal protein S14 (RpsN) (PDB:4V4H),1,SPO_RS02515,0.0,
655,3089,4.763285e-05,7.50036333333333e-05,7.004815e-06,2.52174e-05,-0.690440972438873,2.90689325589112,0.736965250904317,3.59733422833,1.42740622334319,-2.1699280049868,0.0788267962595918,0.00754260709350529,False,,,,,,,SPO3093,,,"Flp pilus assembly protein TadD, contains TPR repeats (TadD) (PDB:3WXX)",1,SPO_RS15675,0.0,
656,1235,0.0002511275,0.000364085,0.000335416,6.37233e-05,-0.76146019284328,-0.591332636838862,1.76405883329426,0.170127556004418,2.52551902613754,2.35539147013312,0.0791689727987558,0.0075541225241824,False,,,,,,,SPO1234,,,,1,SPO_RS06275,0.0,
657,2882,0.000168765,0.000354719,0.000122654533333333,0.000131415533333333,-0.941956503037721,0.487317426223013,0.385982373941706,1.42927392926073,1.32793887697942,-0.101335052281307,0.0793280378063589,0.00756563795485951,False,,,,,,,SPO2886,,,Crotonobetainyl-CoA:carnitine CoA-transferase CaiB and related acyl-CoA transferases (CaiB) (PDB:1P5H),1,SPO_RS14645,0.0,
658,1364,3.050995e-05,0.0001413691,2.15364033333333e-05,2.15364033333333e-05,-2.04885367165311,0.573558200115401,0.573558200115401,2.62241187176852,2.62241187176852,0.0,0.0800751789344904,0.00757715338553662,False,,,,,,,SPO1362,K01633,"Tetrahydrofolate biosynthesis, GTP => THF",Dihydroneopterin aldolase (FolB) (PDB:1B9L),1,SPO_RS06945,2.0,"H2NEOPTERINALDOL-RXN, RXN-10857"
659,2128,0.0001801605,7.40655e-05,0.000234415999999999,0.000220334333333333,1.34942068817304,-0.362931297029032,-0.249646693488447,-1.71235198520208,-1.59906738166149,0.113284603540584,0.0801064529721106,0.00758866881621372,False,,,,,,,SPO2126,K06999,,Predicted esterase (YpfH),1,SPO_RS10780,0.0,
660,650,7.39487e-05,0.000414208666666666,7.86611666666666e-05,8.80861e-05,-2.46206088274397,-0.144320266476212,-0.432960799428634,2.31774061626776,2.02910008331534,-0.288640532952422,0.0801982896180035,0.00760018424689083,False,,,,,,,SPO0651,K23537,,"ABC-type guanosine uptake system NupNOPQ, ATPase component NupO (NupO) (PUBMED:21926227)",1,SPO_RS03290,0.0,
661,2506,0.0007920065,0.000176232,0.000603823666666666,0.000697402666666666,2.18955319197647,0.51729911332074,0.172066605429266,-1.67225407865573,-2.0174865865472,-0.345232507891473,0.0804527947504126,0.00761169967756794,False,,,,,,,SPO2509,K01142,,Exonuclease III (XthA) (PDB:1AKO),1,SPO_RS12740,1.0,3.1.11.2-RXN
662,2953,8.03977999999999e-06,0.000170073,5.60723e-05,1.23689e-06,-4.33139420861748,-2.86165358641222,2.5849618527269,1.46974062220525,6.91635606134438,5.44661543913913,0.0806571277369982,0.00762321510824504,False,,,,,,,SPO2957,K18456,,Cytosine/adenosine deaminase or related metal-dependent hydrolase (SsnA) (PDB:3O7U),1,SPO_RS14995,1.0,RXN-11455
663,2285,0.0129400275,0.051059683,0.0321324566666666,0.0197146063333333,-1.85273373977574,-1.27914739560364,-0.503386070363748,0.573586344172101,1.34934766941199,0.775761325239896,0.081016292471826,0.00763473053892215,False,,,,,,,SPO2283,K02939,,Ribosomal protein L9 (RplI) (PDB:1VS6) (PUBMED:27112601),1,SPO_RS11575,0.0,
664,4324,0.0002288245,0.000157139999999999,0.000174983666666666,0.000117553,0.555214794343079,0.404449546136611,0.951132220500442,-0.150765248206468,0.395917426157362,0.546682674363831,0.081023052104068,0.00764624596959926,False,,,,,,,SPOA0428,K01684,"D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P",L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily (RspA) (PDB:1BKH),1,SPO_RS21995,0.0,
665,4184,0.0001230919,2.348996e-05,4.27840333333333e-05,0.0001550046,2.49051872132217,1.64160549049199,-0.274709145588014,-0.848913230830175,-2.76522786691018,-1.91631463608001,0.0810548783480071,0.00765776140027637,False,,,,,,,SPOA0285,K08299,beta-Oxidation,Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI),1,SPO_RS21265,1.0,CARNDETRU-RXN
666,1992,0.0140965395,0.00555419033333333,0.0252404136666666,0.008256653,0.851021672424039,-1.22175175762233,0.29012930924858,-2.07277343004637,-0.560892363175458,1.51188106687091,0.0812175081038036,0.00766927683095347,False,,,,,,,SPO1990,K02888,,"Ribosomal protein L21 (RplU) (PDB:1VS6)!!!Predicted 5' DNA nuclease, flap endonuclease-1-like, helix-3-turn-helix (H3TH) domain (H3TH)",1,SPO_RS10095,0.0,
667,2373,0.0002764965,0.000605756333333333,0.000728424666666666,9.78861666666666e-05,-0.809614844780639,-1.34126472361479,1.56533106437853,-0.531649878834159,2.37494590915917,2.90659578799333,0.0816703632092043,0.00768079226163058,False,,,,,,,SPO2371,,,"Nucleotide-binding universal stress protein,  UspA family (UspA) (PDB:1JMV)",1,SPO_RS12030,0.0,
668,1238,3.14896e-05,1.5724375e-05,1.25958e-06,5.87807333333333e-06,1.26429787809085,4.64386077127887,2.92054713480527,3.37956289318802,1.65624925671441,-1.7233136364736,0.0818336755026354,0.00769230769230769,False,,,,,,,SPO1237,K02238,,"DNA uptake channel protein ComEC C-terminal domain, metallo-beta-lactamase superfamily (ComEC)",1,SPO_RS06295,0.0,
